interval_start,interval_end,roc_auc,pr_auc,p_borrow_rate_vs_open,p_ltv_vs_open,p_collateral_price_vs_open,p_collateral_price_vs_6h,p_volatility_6h,p_drawdown_6h,p_action_count_last_6h,p_ltv_change_1h,p_distance_to_liq,p_borrow_rate_trend,p_ltv_times_rate,p_debt_change_1h,p_volatility_ltv,p_log_debt,p_hour_of_day,p_day_of_week,coef_const,coef_borrow_rate_vs_open,coef_ltv_vs_open,coef_collateral_price_vs_open,coef_collateral_price_vs_6h,coef_volatility_6h,coef_drawdown_6h,coef_action_count_last_6h,coef_ltv_change_1h,coef_distance_to_liq,coef_borrow_rate_trend,coef_ltv_times_rate,coef_debt_change_1h,coef_volatility_ltv,coef_log_debt,coef_hour_of_day,coef_day_of_week
2025-01-01 00:58:01,2025-01-01 00:58:01,0.6685737755591592,0.3281503245120466,1.3527209428436026e-27,1.6658602369927993e-62,2.050574370803304e-13,6.013864508065366e-12,0.020077409931965984,0.9762461716158339,0.0,0.0480534211210075,0.3463900157311144,4.697479726128584e-13,5.89162609196426e-25,0.01936060674222515,0.00043216163277876816,3.4665907465576733e-13,2.244934822321456e-22,0.05518121228326987,-2.5624668578700627,0.27647734386035683,0.41288911464767697,0.10048473142378415,-0.15353503068067442,0.12456680667342558,-0.0007511162047290005,0.40489178669050646,-0.02263568490805461,-0.01587686112379032,-0.16075384256676453,-0.3379826484504687,0.02649560931705829,-0.19813320650216334,0.09893945262110257,0.1278429374925833,-0.02558793776703528
2025-02-01 00:09:01,2025-02-01 00:09:01,0.6647113029773215,0.3518737265862627,2.4498664364368516e-13,2.8769391821526584e-80,1.0168758738465378e-13,4.3348807124981556e-17,1.4599195801798849e-05,0.721219395112507,0.0,0.00010525389695832821,0.10764925069487481,2.3334119872697985e-11,9.991313408845702e-13,0.00010621045023102107,2.553881126728541e-10,2.3638316848947104e-08,2.1669425778974817e-26,0.01775302181947363,-2.5172709064727763,0.21425728830627477,0.5751075938619051,0.1062754494863784,-0.18876107159883446,0.25109732546619207,-0.009298631849464186,0.4009306046033465,-0.1350822518557992,-0.034022273038807234,-0.16796728339591568,-0.32523229940325066,0.04289992622080604,-0.39327505890726855,0.07883551037926163,0.1428849810961208,-0.03262658433549574
